country.name,year,agriculture.ghg.emissions.mio.tonnes,energy.ghg.emissions.mio.tonnes,industry.ghg.emissions.mio.tonnes,total.ghg.emissions.mio.tonnes,transport.ghg.emissions.mio.tonnes,waste.ghg.emissions.mio.tonnes,ghg.emissions.per.capita.tonnes,agriculture.ghg.emissions.national.share,energy.ghg.emissions.national.share,industry.ghg.emissions.national.share,transport.ghg.emissions.national.share,waste.ghg.emissions.national.share,agriculture.ghg.emissions.EU28.share,energy.ghg.emissions.EU28.share,industry.ghg.emissions.EU28.share,total.ghg.emissions.EU28.share,transport.ghg.emissions.EU28.share,waste.ghg.emissions.EU28.share
Slovenia,2004,1.7,12.200000000000001,1.4,20.2,4.1,0.9,10.2,0.0842,0.604,0.0693,0.203,0.04,0.0038,0.0039,0.003,0.0038,0.0042,0.0043
Slovenia,2005,1.7,12.1,1.4,20.5,4.4,0.8,10.3,0.0829,0.5902,0.0683,0.2146,0.04,0.0039,0.0038,0.003,0.0039,0.0045,0.004
Slovenia,2006,1.7,12.1,1.5,20.7,4.6,0.8,10.4,0.0821,0.5845,0.0725,0.2222,0.04,0.0039,0.0039,0.0032,0.004,0.0047,0.0041
Slovenia,2007,1.8,11.600000000000001,1.5,20.8,5.2,0.8,10.4,0.0865,0.5577,0.0721,0.25,0.04,0.0041,0.0038,0.0032,0.004,0.0052,0.0042
Slovenia,2008,1.7,11.700000000000001,1.3,21.6,6.1,0.7,10.7,0.0787,0.5417,0.0602,0.2824,0.03,0.0039,0.0039,0.0029,0.0043,0.0063,0.0039
Slovenia,2009,1.7,11,1,19.6,5.3,0.6,9.6,0.0867,0.5612,0.051,0.2704,0.03,0.004,0.004,0.0027,0.0042,0.0056,0.0034
Slovenia,2010,1.7,11,1,19.6,5.3,0.6,9.6,0.0867,0.5612,0.051,0.2704,0.03,0.004,0.0038,0.0025,0.0041,0.0057,0.0036
Slovenia,2011,1.6,10.600000000000001,1,19.6,5.7,0.6,9.6,0.0816,0.5408,0.051,0.2908,0.03,0.0038,0.0039,0.0026,0.0042,0.0062,0.0037
Slovenia,2012,1.6,10,1,19.1,5.8,0.6,9.3,0.0838,0.5236,0.0524,0.3037,0.03,0.0038,0.0037,0.0027,0.0042,0.0065,0.0038
Slovenia,2013,1.6,9.5,1.1,18.4,5.5,0.6,8.9,0.087,0.5163,0.0598,0.2989,0.03,0.0038,0.0036,0.0029,0.0041,0.0062,0.004
Slovenia,2014,1.7,7.9,1.1,16.6,5.4,0.6,8.1,0.1024,0.4759,0.0663,0.3253,0.04,0.0039,0.0032,0.0029,0.0039,0.006,0.0041
Slovenia,2015,1.7,8,1.1,16.8,5.4,0.6,8.2,0.1012,0.4762,0.0655,0.3214,0.04,0.0039,0.0033,0.0029,0.0039,0.0059,0.0042
Slovenia,2016,1.7,8.5,1.1,17.7,5.7,0.6,8.6,0.096,0.4802,0.0621,0.322,0.03,0.0039,0.0035,0.0029,0.0041,0.0061,0.0043
Slovenia,2017,1.7,8.5,1.2,17.5,5.5,0.6,8.5,0.0971,0.4857,0.0686,0.3143,0.03,0.0039,0.0035,0.0032,0.004,0.0058,0.0043
Slovenia,2018,1.9,8.9,1.3,17.9,5.4,0.5,8.5,0.1061,0.4972,0.0726,0.3017,0.03,0.0044,0.0038,0.0035,0.0043,0.0058,0.0038
Slovenia,2019,1.9,8.9,1.3,17.9,5.4,0.5,8.5,0.1061,0.4972,0.0726,0.3017,0.03,0.0044,0.0039,0.0035,0.0043,0.0058,0.0039
Slovenia,2020,1.9,8.799999999999999,1.3,17.9,5.4,0.4,8.5,0.1061,0.4916,0.0726,0.3017,0.02,0.0045,0.0039,0.0035,0.0043,0.0057,0.0032
Slovenia,2025,1.9,8.1,1.3,17.2,5.4,0.4,8.2,0.1105,0.4709,0.0756,0.314,0.02,0.0045,0.0038,0.0038,0.0043,0.0058,0.0035
Slovenia,2030,1.9,7.499999999999999,1.3,16.3,5.2,0.4,7.8,0.1166,0.4601,0.0798,0.319,0.02,0.0045,0.0037,0.004,0.0043,0.0057,0.0038
Slovenia,2035,1.9,7.1000000000000005,1.2,15.3,4.7,0.3,7.3,0.1242,0.4641,0.0784,0.3072,0.02,0.0044,0.0037,0.0037,0.0042,0.0053,0.003
Spain,1990,36.3,154.5,29.7,288.5,58.7,9.3,7.5,0.1258,0.5355,0.1029,0.2035,0.03,0.0668,0.0435,0.0574,0.0511,0.074,0.0387
Spain,1991,35,161.5,28.1,296.2,62.1,9.5,7.7,0.1182,0.5452,0.0949,0.2097,0.03,0.0683,0.0459,0.0582,0.0533,0.0776,0.0389
Spain,1992,34.9,168.3,26.9,306,66.1,9.8,8,0.1141,0.55,0.0879,0.216,0.03,0.0713,0.0501,0.058,0.0569,0.0802,0.0398
Spain,1993,33.6,160.6,25.8,295.7,65.6,10.2,7.7,0.1136,0.5431,0.0873,0.2218,0.03,0.0704,0.0491,0.0567,0.056,0.0792,0.0413
Spain,1994,35.5,167.2,30,312.5,69.2,10.6,8.1,0.1136,0.535,0.096,0.2214,0.03,0.0753,0.0519,0.0621,0.0595,0.0829,0.043
Spain,1995,35.8,180.1,31.8,328.6,70,10.9,8.4,0.1089,0.5481,0.0968,0.213,0.03,0.0758,0.0555,0.0638,0.0619,0.0826,0.0441
Spain,1996,38.8,162.7,32.9,320.4,74.8,11.2,8.2,0.1211,0.5078,0.1027,0.2335,0.03,0.0818,0.0489,0.0659,0.0591,0.0856,0.0454
Spain,1997,38.6,174.79999999999998,35.2,334.7,74.4,11.7,8.5,0.1153,0.5223,0.1052,0.2223,0.03,0.0819,0.0543,0.0697,0.0628,0.0841,0.048
Spain,1998,39.6,174.9,37,344.6,81.1,12,8.8,0.1149,0.5075,0.1074,0.2353,0.03,0.0846,0.0551,0.0767,0.0652,0.0887,0.05
Spain,1999,41.1,193.79999999999998,39.9,372,84.9,12.3,9.4,0.1105,0.521,0.1073,0.2282,0.03,0.0881,0.0626,0.0901,0.0719,0.0911,0.0524
Spain,2000,43.3,203.29999999999998,41.9,387.5,86.6,12.5,9.8,0.1117,0.5246,0.1081,0.2235,0.03,0.0939,0.0657,0.092,0.075,0.0934,0.054
Spain,2001,42.7,201,38.7,385.2,90,12.8,9.7,0.1109,0.5218,0.1005,0.2336,0.03,0.0938,0.0636,0.0879,0.0737,0.0957,0.0563
Spain,2002,42,218.59999999999997,38,403.6,91.8,13.1,10,0.1041,0.5416,0.0942,0.2275,0.03,0.0938,0.07,0.087,0.0779,0.0965,0.0586
Spain,2003,43.5,217.7,40.6,411,96.2,13,10,0.1058,0.5297,0.0988,0.2341,0.03,0.098,0.0682,0.0901,0.0781,0.1002,0.0598
Spain,2004,43,230,41.4,426.8,99.8,12.6,10.2,0.1007,0.5389,0.097,0.2338,0.03,0.0967,0.0727,0.0887,0.0811,0.1019,0.0603
Spain,2005,40.5,241.3,44.1,441,102.3,12.9,10.4,0.0918,0.5472,0.1,0.232,0.03,0.0925,0.0768,0.0947,0.0843,0.1045,0.0639
Spain,2006,39.7,228.60000000000002,47.1,434,105.5,13.1,10,0.0915,0.5267,0.1085,0.2431,0.03,0.0914,0.0729,0.1014,0.0832,0.107,0.0669
Spain,2007,40.7,234.39999999999998,48.8,445.2,107.8,13.4,10.1,0.0914,0.5265,0.1096,0.2421,0.03,0.0932,0.0765,0.1025,0.0862,0.1083,0.0709
Spain,2008,37.3,212.6,45.9,411.4,101.9,13.7,9.2,0.0907,0.5168,0.1116,0.2477,0.03,0.086,0.0706,0.1018,0.0815,0.105,0.0756
Spain,2009,37.7,185.70000000000002,39.2,372.1,94.6,15,8.3,0.1013,0.4991,0.1053,0.2542,0.04,0.0881,0.0673,0.104,0.0795,0.1003,0.0857
Spain,2010,37.7,174.3,40.3,357.7,91.3,14.1,7.9,0.1054,0.4873,0.1127,0.2552,0.04,0.089,0.0609,0.1022,0.0748,0.0974,0.084
Spain,2011,37,182.29999999999998,37.4,357.3,86.1,14.6,7.9,0.1036,0.5102,0.1047,0.241,0.04,0.0873,0.0669,0.0959,0.0772,0.093,0.0901
Spain,2012,35.8,184.70000000000002,35.7,350.7,80.1,14.4,7.8,0.1021,0.5267,0.1018,0.2284,0.04,0.0849,0.0681,0.0946,0.0769,0.0894,0.0912
Spain,2013,35.8,159.2,34.6,323.4,79.8,14,7.2,0.1107,0.4923,0.107,0.2468,0.04,0.0842,0.0606,0.0922,0.0724,0.0898,0.0926
Spain,2014,37.5,159,36.4,326.1,80.1,13.1,7.3,0.115,0.4876,0.1116,0.2456,0.04,0.0866,0.0651,0.0955,0.0759,0.0894,0.09
Spain,2015,38.3,171.2,31,337.6,83.2,13.9,7.6,0.1134,0.5071,0.0918,0.2464,0.04,0.0883,0.0696,0.0823,0.078,0.0911,0.0971
Spain,2016,38.4,157.70000000000002,30.5,326.4,86.1,13.7,7.4,0.1176,0.4831,0.0934,0.2638,0.04,0.0883,0.0651,0.0816,0.0758,0.0923,0.0978
Spain,2017,39.5,170.09999999999997,28.2,340.2,88.8,13.5,7.7,0.1161,0.5,0.0829,0.261,0.04,0.09,0.0702,0.0747,0.0787,0.0939,0.0972
Spain,2018,34.5,163.8,31.5,332.5,88.5,14.1,7.1,0.1038,0.4926,0.0947,0.2662,0.04,0.0806,0.07,0.0849,0.0791,0.0949,0.1069
Spain,2019,34.6,163.10000000000002,31.3,332.1,89.2,14,7.1,0.1042,0.4911,0.0942,0.2686,0.04,0.0809,0.071,0.0847,0.0798,0.0952,0.109
Spain,2020,34.6,162.4,31,331.7,89.9,13.8,7,0.1043,0.4896,0.0935,0.271,0.04,0.0811,0.0718,0.0845,0.0805,0.0956,0.1105
Spain,2025,34.6,146.7,29.5,315.7,91.9,13.1,6.6,0.1096,0.4647,0.0934,0.2911,0.04,0.0814,0.0683,0.0857,0.0797,0.0988,0.1149
Spain,2030,34.5,144,27.8,310.6,92.1,12.2,6.5,0.1111,0.4636,0.0895,0.2965,0.04,0.0811,0.0703,0.0855,0.0814,0.1014,0.1152
Spain,2035,34,135.4,27.4,299,90.5,11.7,6.1,0.1137,0.4528,0.0916,0.3027,0.04,0.0796,0.0702,0.0855,0.0815,0.1015,0.1179
Spain,2040,33.5,127.9,26.9,287.2,87.5,11.3,5.8,0.1166,0.4453,0.0937,0.3047,0.04,NA,NA,NA,NA,NA,NA
Sweden,1990,7.7,33.3,7.6,71.3,19,3.7,8.5,0.108,0.467,0.1066,0.2665,0.05,0.0142,0.0094,0.0147,0.0126,0.024,0.0154
Sweden,1991,7.4,34.099999999999994,7.4,71.5,18.8,3.8,8.4,0.1035,0.4769,0.1035,0.2629,0.05,0.0145,0.0097,0.0153,0.0129,0.0235,0.0156
Sweden,1992,7.3,33.2,6.9,70.9,19.7,3.8,8.3,0.103,0.4683,0.0973,0.2779,0.05,0.0149,0.0099,0.0149,0.0132,0.0239,0.0154
Sweden,1993,7.7,34,7,71.2,18.8,3.7,8.3,0.1081,0.4775,0.0983,0.264,0.05,0.0161,0.0104,0.0154,0.0135,0.0227,0.015
Sweden,1994,7.7,35.4,7.5,73.6,19.4,3.6,8.5,0.1046,0.481,0.1019,0.2636,0.05,0.0163,0.011,0.0155,0.014,0.0232,0.0146
Sweden,1995,7.9,34.4,7.9,73.3,19.5,3.6,8.5,0.10780000000000001,0.4693,0.10780000000000001,0.266,0.05,0.0167,0.0106,0.0159,0.0138,0.023,0.0146
Sweden,1996,7.6,38.900000000000006,7.7,76.9,19.2,3.5,8.9,0.0988,0.5059,0.1001,0.2497,0.05,0.016,0.0117,0.0154,0.0142,0.022,0.0142
Sweden,1997,7.9,33.6,7.7,72.1,19.4,3.5,8.3,0.1096,0.466,0.1068,0.2691,0.05,0.0168,0.0104,0.0152,0.0135,0.0219,0.0144
Sweden,1998,7.6,34,7.9,72.5,19.5,3.4,8.4,0.1048,0.469,0.109,0.269,0.05,0.0162,0.0107,0.0164,0.0137,0.0213,0.0142
Sweden,1999,7.6,30.9,7.9,69.6,19.9,3.3,8.1,0.1092,0.444,0.1135,0.2859,0.05,0.0163,0.01,0.0178,0.0135,0.0213,0.0141
Sweden,2000,7.8,29.400000000000002,8.4,68.5,19.7,3.2,7.9,0.1139,0.4292,0.1226,0.2876,0.05,0.0169,0.0095,0.0184,0.0133,0.0213,0.0138
Sweden,2001,7.3,30.1,8.5,68.9,19.9,3.2,8,0.106,0.4369,0.1234,0.2888,0.05,0.016,0.0095,0.0193,0.0132,0.0212,0.0141
Sweden,2002,7.4,30.400000000000002,8.7,69.8,20.3,3,8,0.106,0.4355,0.1246,0.2908,0.04,0.0165,0.0097,0.0199,0.0135,0.0213,0.0134
Sweden,2003,7.3,31.1,8.3,70.2,20.6,2.8,8,0.104,0.443,0.1182,0.2934,0.04,0.0164,0.0097,0.0184,0.0133,0.0215,0.0129
Sweden,2004,7.1,29.6,8.9,69.3,20.9,2.8,7.9,0.1025,0.4271,0.1284,0.3016,0.04,0.016,0.0094,0.0191,0.0132,0.0213,0.0134
Sweden,2005,7.1,26.9,8.8,66.6,21.1,2.7,7.6,0.1066,0.4039,0.1321,0.3168,0.04,0.0162,0.0086,0.0189,0.0127,0.0216,0.0134
Sweden,2006,7.2,27,8.8,66.5,20.9,2.6,7.6,0.1083,0.406,0.1323,0.3143,0.04,0.0166,0.0086,0.0189,0.0128,0.0212,0.0133
Sweden,2007,6.9,25.7,8.7,64.9,21.2,2.4,7.3,0.1063,0.396,0.1341,0.3267,0.04,0.0158,0.0084,0.0183,0.0126,0.0213,0.0127
Sweden,2008,7,24.5,8.4,62.6,20.6,2.1,7.1,0.1118,0.3914,0.1342,0.3291,0.03,0.0161,0.0081,0.0186,0.0124,0.0212,0.0116
Sweden,2009,6.7,23.000000000000004,6.4,58.3,20.2,2.1,6.5,0.1149,0.3945,0.1098,0.3465,0.04,0.0157,0.0083,0.017,0.0125,0.0214,0.012
Sweden,2010,6.8,26.8,8.4,64.3,20.3,1.9,7.1,0.1058,0.4168,0.1306,0.3157,0.03,0.0161,0.0094,0.0213,0.0134,0.0217,0.0113
Sweden,2011,7.1,23.5,7.9,60.2,19.9,1.8,6.6,0.1179,0.3904,0.1312,0.3306,0.03,0.0167,0.0086,0.0203,0.013,0.0215,0.0111
Sweden,2012,6.7,22.3,7.5,56.9,18.7,1.7,6.2,0.1178,0.3919,0.1318,0.3286,0.03,0.0159,0.0082,0.0199,0.0125,0.0209,0.0108
Sweden,2013,6.9,21.2,7.5,55.4,18.2,1.6,6,0.1245,0.3827,0.1354,0.3285,0.03,0.0162,0.0081,0.02,0.0124,0.0205,0.0106
Sweden,2014,7,20.2,7.4,53.8,17.8,1.5,5.8,0.1301,0.3755,0.1375,0.3309,0.03,0.0162,0.0083,0.0194,0.0125,0.0199,0.0103
Sweden,2015,6.9,20.099999999999998,7.3,53.5,17.8,1.4,5.7,0.129,0.3757,0.1364,0.3327,0.03,0.0159,0.0082,0.0194,0.0124,0.0195,0.0098
Sweden,2016,6.9,19.9,7.9,52.9,17,1.3,5.6,0.1304,0.3762,0.1493,0.3214,0.02,0.0159,0.0082,0.0211,0.0123,0.0182,0.0093
Sweden,2017,7.2,20,7.6,52.7,16.6,1.3,5.5,0.1366,0.3795,0.1442,0.315,0.02,0.0164,0.0083,0.0201,0.0122,0.0175,0.0094
Sweden,2018,7,19.9,7.6,51.7,16,1.2,5.1,0.1354,0.3849,0.147,0.3095,0.02,0.0163,0.0085,0.0205,0.0123,0.0172,0.0091
Sweden,2019,6.8,19.700000000000003,7.7,50.7,15.4,1.1,4.9,0.1341,0.3886,0.1519,0.3037,0.02,0.0159,0.0086,0.0208,0.0122,0.0164,0.0086
Sweden,2020,6.7,19.499999999999996,7.7,49.7,14.8,1.1,4.8,0.1348,0.3924,0.1549,0.2978,0.02,0.0157,0.0086,0.021,0.0121,0.0157,0.0088
Sweden,2025,6.4,18.9,7.5,47.7,13.9,0.9,4.4,0.1342,0.3962,0.1572,0.2914,0.02,0.0151,0.0088,0.0218,0.012,0.0149,0.0079
Sweden,2030,6.2,18.5,7.3,46.1,13.4,0.7,4,0.1345,0.4013,0.1584,0.2907,0.02,0.0146,0.009,0.0224,0.0121,0.0148,0.0066
Sweden,2035,6.1,18.400000000000002,7.2,45.6,13.2,0.6,3.8,0.1338,0.4035,0.1579,0.2895,0.01,0.0143,0.0095,0.0225,0.0124,0.0148,0.006
Switzerland,1990,6.8,27.199999999999996,3.6,53.3,14.6,1.1,8.4,0.1276,0.5103,0.0675,0.2739,0.02,0.0125,0.0077,0.007,0.0094,0.0184,0.0046
Switzerland,1991,6.7,29.1,3.2,55.1,15.1,1,8.6,0.1216,0.5281,0.0581,0.274,0.02,0.0131,0.0083,0.0066,0.0099,0.0189,0.0041
Switzerland,1992,6.6,28.799999999999997,3,54.9,15.5,1,8.5,0.1202,0.5246,0.0546,0.2823,0.02,0.0135,0.0086,0.0065,0.0102,0.0188,0.0041
Switzerland,1993,6.6,27.700000000000003,2.7,52.3,14.4,0.9,8.1,0.1262,0.5296,0.0516,0.2753,0.02,0.0138,0.0085,0.0059,0.0099,0.0174,0.0036
Switzerland,1994,6.5,26.4,2.9,51.3,14.6,0.9,7.9,0.1267,0.5146,0.0565,0.2846,0.02,0.0138,0.0082,0.006,0.0098,0.0175,0.0036
Switzerland,1995,6.5,27.599999999999998,2.9,52.2,14.3,0.9,8,0.1245,0.5287,0.0556,0.2739,0.02,0.0138,0.0085,0.0058,0.0098,0.0169,0.0036
Switzerland,1996,6.4,28.400000000000002,2.8,52.8,14.3,0.9,8,0.1212,0.5379,0.053,0.2708,0.02,0.0135,0.0085,0.0056,0.0097,0.0164,0.0036
Switzerland,1997,6.2,26.9,2.7,51.6,14.9,0.9,7.9,0.1202,0.5213,0.0523,0.2888,0.02,0.0132,0.0083,0.0053,0.0097,0.0168,0.0037
Switzerland,1998,6.2,28.299999999999997,2.8,53.3,15.1,0.8,8.1,0.1163,0.531,0.0525,0.2833,0.02,0.0132,0.0089,0.0058,0.0101,0.0165,0.0033
Switzerland,1999,6.1,27.500000000000004,2.9,53,15.7,0.8,8.1,0.1151,0.5189,0.0547,0.2962,0.02,0.0131,0.0089,0.0065,0.0102,0.0168,0.0034
Switzerland,2000,6.2,26.300000000000004,3.1,52.4,15.9,0.8,8,0.1183,0.5019,0.0592,0.3034,0.02,0.0134,0.0085,0.0068,0.0101,0.0172,0.0035
Switzerland,2001,6.2,28,3.2,53.9,15.6,0.8,8.1,0.115,0.5195,0.0594,0.2894,0.01,0.0136,0.0089,0.0073,0.0103,0.0166,0.0035
Switzerland,2002,6.1,26.4,3.3,52.3,15.6,0.9,7.8,0.1166,0.5048,0.0631,0.2983,0.02,0.0136,0.0085,0.0076,0.0101,0.0164,0.004
Switzerland,2003,6,27.500000000000004,3.4,53.4,15.7,0.8,7.8,0.1124,0.515,0.0637,0.294,0.01,0.0135,0.0086,0.0075,0.0101,0.0163,0.0037
Switzerland,2004,6,27.8,3.6,54,15.8,0.9,7.8,0.1111,0.5148,0.0667,0.2926,0.02,0.0135,0.0088,0.0077,0.0103,0.0161,0.0043
Switzerland,2005,6.1,28.1,3.8,54.7,15.9,0.8,7.8,0.1115,0.5137,0.0695,0.2907,0.01,0.0139,0.0089,0.0082,0.0105,0.0162,0.004
Switzerland,2006,6,27.6,3.8,54.3,16,0.8,7.8,0.1105,0.5083,0.07,0.2947,0.01,0.0138,0.0088,0.0082,0.0104,0.0162,0.0041
Switzerland,2007,6.1,25.3,3.9,52.4,16.3,0.8,7.5,0.1164,0.4828,0.0744,0.3111,0.02,0.014,0.0083,0.0082,0.0102,0.0164,0.0042
Switzerland,2008,6.2,26.299999999999997,3.9,53.9,16.6,0.8,7.6,0.115,0.4879,0.0724,0.308,0.01,0.0143,0.0087,0.0087,0.0107,0.0171,0.0044
Switzerland,2009,6.1,25.4,3.8,52.6,16.4,0.8,7.3,0.116,0.4829,0.0722,0.3118,0.02,0.0143,0.0092,0.0101,0.0112,0.0174,0.0046
Switzerland,2010,6.2,26.900000000000002,4,54.1,16.3,0.8,7.5,0.1146,0.4972,0.0739,0.3013,0.01,0.0146,0.0094,0.0101,0.0113,0.0174,0.0048
Switzerland,2011,6.1,23,4,50,16.1,0.8,6.9,0.122,0.46,0.08,0.322,0.02,0.0144,0.0084,0.0103,0.0108,0.0174,0.0049
Switzerland,2012,6.2,24.2,4,51.5,16.3,0.7,7,0.1204,0.4699,0.0777,0.3165,0.01,0.0147,0.0089,0.0106,0.0113,0.0182,0.0044
Switzerland,2013,6.1,25.3,4,52.2,16.2,0.7,7.1,0.1169,0.4847,0.0766,0.3103,0.01,0.0143,0.0096,0.0107,0.0117,0.0182,0.0046
Switzerland,2014,6.2,21.299999999999997,4,48.4,16.1,0.7,6.5,0.1281,0.4401,0.0826,0.3326,0.01,0.0143,0.0087,0.0105,0.0113,0.018,0.0048
Switzerland,2015,6.1,21.8,3.9,47.8,15.3,0.7,6.4,0.1276,0.4561,0.0816,0.3201,0.01,0.0141,0.0089,0.0104,0.011,0.0168,0.0049
Switzerland,2016,6.1,22.3,3.9,48.2,15.2,0.7,6.4,0.1266,0.4627,0.0809,0.3154,0.01,0.014,0.0092,0.0104,0.0112,0.0163,0.005
Switzerland,2017,6.1,21.6,3.9,47.2,14.9,0.7,6.2,0.1292,0.4576,0.0826,0.3157,0.01,0.0139,0.0089,0.0103,0.0109,0.0158,0.005
Switzerland,2018,6,NA,3.8,46.9,NA,0.8,5.5,0.1279,NA,0.081,NA,0.02,0.014,NA,0.0102,0.0112,NA,0.0061
Switzerland,2019,6,NA,3.8,46.4,NA,0.8,5.4,0.1293,NA,0.0819,NA,0.02,0.014,NA,0.0103,0.0112,NA,0.0062
Switzerland,2020,6,NA,3.7,45.9,NA,0.8,5.3,0.1307,NA,0.0806,NA,0.02,0.0141,NA,0.0101,0.0111,NA,0.0064
Switzerland,2025,5.9,NA,3.4,43.5,NA,0.8,4.9,0.1356,NA,0.0782,NA,0.02,0.0139,NA,0.0099,0.011,NA,0.007
Switzerland,2030,5.9,NA,2.9,41.7,NA,0.8,4.5,0.1415,NA,0.0695,NA,0.02,0.0139,NA,0.0089,0.0109,NA,0.0076
Turkey,1990,45.7,112.6,22.8,219.2,27,11.1,3.9,0.2085,0.5137,0.104,0.1232,0.05,0.0841,0.0317,0.0441,0.0388,0.034,0.0462
Turkey,1991,46.5,118.3,24.7,226.6,25.7,11.3,4,0.2052,0.5221,0.109,0.1134,0.05,0.0908,0.0336,0.0512,0.0408,0.0321,0.0463
Turkey,1992,46.6,123.9,24.3,232.8,26.4,11.5,4,0.2002,0.5322,0.1044,0.1134,0.05,0.0952,0.0369,0.0524,0.0433,0.032,0.0467
Turkey,1993,47,124.70000000000002,24.5,240.1,32.1,11.8,4.1,0.1958,0.5194,0.102,0.1337,0.05,0.0985,0.0381,0.0538,0.0455,0.0388,0.0478
Turkey,1994,44.6,122.70000000000002,24.2,234.1,30.6,12,3.9,0.1905,0.5241,0.1034,0.1307,0.05,0.0947,0.0381,0.0501,0.0445,0.0367,0.0487
Turkey,1995,43.7,132.20000000000002,25.2,247.6,34.1,12.4,4,0.1765,0.5339,0.1018,0.1377,0.05,0.0925,0.0408,0.0506,0.0466,0.0402,0.0501
Turkey,1996,44.4,147.7,26.2,267.2,36.3,12.7,4.3,0.1662,0.5528,0.0981,0.1359,0.05,0.0937,0.0444,0.0524,0.0493,0.0416,0.0515
Turkey,1997,42.2,161.5,27,278.6,34.7,13.2,4.4,0.1515,0.5797,0.0969,0.1246,0.05,0.0896,0.0501,0.0535,0.0523,0.0392,0.0542
Turkey,1998,43.6,163.10000000000002,27.4,280.3,32.8,13.5,4.3,0.1555,0.5819,0.0978,0.117,0.05,0.0931,0.0513,0.0568,0.0531,0.0359,0.0562
Turkey,1999,44.2,159.20000000000002,25.8,277.8,34.6,13.9,4.2,0.1591,0.5731,0.0929,0.1246,0.05,0.0947,0.0514,0.0583,0.0537,0.0371,0.0592
Turkey,2000,42.3,179.6,26.2,298.9,36.5,14.3,4.6,0.1415,0.6009,0.0877,0.1221,0.05,0.0917,0.0581,0.0575,0.0578,0.0394,0.0618
Turkey,2001,39.8,162.7,25.9,280.4,36.5,15.5,4.3,0.1419,0.5802,0.0924,0.1302,0.06,0.0875,0.0515,0.0588,0.0537,0.0388,0.0682
Turkey,2002,37.4,169.60000000000002,26.9,286.1,36.2,15.9,4.4,0.1307,0.5928,0.094,0.1265,0.06,0.0835,0.0543,0.0616,0.0552,0.0381,0.0711
Turkey,2003,40.9,182.5,28.2,305.6,37.8,16.2,4.6,0.1338,0.5972,0.0923,0.1237,0.05,0.0921,0.0571,0.0626,0.058,0.0394,0.0745
Turkey,2004,41.4,184.1,30.8,315,42,16.6,4.7,0.1314,0.5844,0.0978,0.1333,0.05,0.0931,0.0582,0.066,0.0598,0.0429,0.0795
Turkey,2005,42.3,202,33.6,337.2,42,17.3,5,0.1254,0.5991,0.0996,0.1246,0.05,0.0966,0.0643,0.0721,0.0645,0.0429,0.0856
Turkey,2006,43.5,214.6,36.7,358.2,45.4,18,5.2,0.1214,0.5991,0.1025,0.1267,0.05,0.1002,0.0685,0.079,0.0687,0.046,0.0919
Turkey,2007,43.2,238.70000000000002,39.2,391.4,52.1,18.3,5.6,0.1104,0.6099,0.1002,0.1331,0.05,0.0989,0.0779,0.0824,0.0758,0.0523,0.0968
Turkey,2008,41,239.10000000000002,40.9,387.6,48.2,18.3,5.5,0.1058,0.6169,0.1055,0.1244,0.05,0.0945,0.0794,0.0907,0.0768,0.0497,0.101
Turkey,2009,41.7,244.6,42.5,395.5,47.9,18.8,5.6,0.1054,0.6185,0.1075,0.1211,0.05,0.0975,0.0887,0.1128,0.0845,0.0508,0.1074
Turkey,2010,44,241.6,48.1,398.7,45.4,19.5,5.5,0.1104,0.606,0.1206,0.1139,0.05,0.1039,0.0845,0.122,0.0833,0.0484,0.1162
Turkey,2011,46.4,261.3,52.7,427.6,47.4,19.8,5.9,0.1085,0.6111,0.1232,0.1109,0.05,0.1095,0.0959,0.1352,0.0924,0.0512,0.1221
Turkey,2012,52.1,258,55,446.9,62.5,19.4,6,0.1166,0.5773,0.1231,0.1399,0.04,0.1235,0.0952,0.1458,0.0979,0.0698,0.1229
Turkey,2013,55.2,238.6,58.1,439,68.9,18.2,5.9,0.1257,0.5435,0.1323,0.1569,0.04,0.1298,0.0908,0.1548,0.0982,0.0775,0.1204
Turkey,2014,55.5,252.20000000000002,58.5,458,73.6,18.2,6.1,0.1212,0.5507,0.1277,0.1607,0.04,0.1282,0.1033,0.1534,0.1066,0.0821,0.1251
Turkey,2015,55.4,265.09999999999997,57,472.2,75.8,18.8,6.2,0.1173,0.5614,0.1207,0.1605,0.04,0.1277,0.10780000000000001,0.1513,0.1091,0.083,0.1313
Turkey,2016,58.2,277.9,62.2,498.5,81.8,18.4,6.4,0.1168,0.5575,0.1248,0.1641,0.04,0.1339,0.1147,0.1664,0.1158,0.0877,0.1313
Turkey,2017,62.5,295.2,66.5,526.3,84.7,17.4,6.7,0.1188,0.5609,0.1264,0.1609,0.03,0.1424,0.1219,0.1762,0.1217,0.0895,0.1253
UK,1990,48.8,491.09999999999997,66.6,794.4,121.3,66.7,14.1,0.0614,0.6182,0.0838,0.1527,0.08,0.0898,0.1381,0.1288,0.1406,0.1529,0.2775
UK,1991,48.5,502.5,64.8,803.5,120.5,67.3,14.3,0.0604,0.6254,0.0806,0.15,0.08,0.0947,0.1429,0.1343,0.1446,0.1505,0.2758
UK,1992,47.8,485,60.4,782.6,122,67.4,13.9,0.0611,0.6197,0.0772,0.1559,0.09,0.0976,0.1445,0.1302,0.1455,0.1481,0.2739
UK,1993,46.8,468.40000000000003,57,763.3,123.2,67.9,13.5,0.0613,0.6137,0.0747,0.1614,0.09,0.0981,0.1431,0.1252,0.1445,0.1487,0.2749
