"year","country.name","agriculture.ghg.emissions.mio.tonnes","energy.ghg.emissions.mio.tonnes","industry.ghg.emissions.mio.tonnes","total.ghg.emissions.mio.tonnes","transport.ghg.emissions.mio.tonnes","waste.ghg.emissions.mio.tonnes","ghg.emissions.indexed","ghg.emissions.per.capita.tonnes","EU28.agriculture.ghg.emissions.mio.tonnes","EU28.energy.ghg.emissions.mio.tonnes","EU28.industry.ghg.emissions.mio.tonnes","EU28.total.ghg.emissions.mio.tonnes","EU28.transport.ghg.emissions.mio.tonnes","EU28.waste.ghg.emissions.mio.tonnes","EU28.ghg.emissions.indexed","EU28.ghg.emissions.per.capita.tonnes","agriculture.ghg.emissions.national.share","energy.ghg.emissions.national.share","industry.ghg.emissions.national.share","transport.ghg.emissions.national.share","waste.ghg.emissions.national.share","agriculture.ghg.emissions.EU28.share","energy.ghg.emissions.EU28.share","industry.ghg.emissions.EU28.share","total.ghg.emissions.EU28.share","transport.ghg.emissions.EU28.share","waste.ghg.emissions.EU28.share"
2011,"Luxembourg",0.7,1,0.7,12.1,6.9,0.1,100.5,25.5,423.9,1425.2,389.8,4626.4,925.5,162.1,83.1,9.4,0.0579,0.0826,0.0579,0.5702,0.0083,0.0017,7e-04,0.0018,0.0026,0.0075,6e-04
2012,"Luxembourg",0.6,1,0.6,11.8,6.6,0.1,97.7,24.2,421.7,1417.9,377.3,4563.1,896,157.9,82,9.3,0.0508,0.0847,0.0508,0.5593,0.0085,0.0014,7e-04,0.0016,0.0026,0.0074,6e-04
2013,"Luxembourg",0.7,0.7,0.6,11.2,6.4,0.1,93.6,22.7,425.2,1342.3,375.3,4468.9,888.7,151.2,80.4,9.1,0.0625,0.0625,0.0536,0.5714,0.0089,0.0016,5e-04,0.0016,0.0025,0.0072,7e-04
2014,"Luxembourg",0.7,0.7,0.6,10.8,6.1,0.1,90.8,21.5,432.9,1258.2,381.3,4297.6,896.1,145.5,77.4,8.7,0.0648,0.0648,0.0556,0.5648,0.0093,0.0016,6e-04,0.0016,0.0025,0.0068,7e-04
2015,"Luxembourg",0.7,0.5,0.6,10.3,5.7,0.1,88.3,20.4,433.8,1245.2,376.7,4327.3,913.3,143.2,78,8.8,0.068,0.0485,0.0583,0.5534,0.0097,0.0016,4e-04,0.0016,0.0024,0.0062,7e-04
2016,"Luxembourg",0.7,0.3,0.7,10.1,5.5,0.1,87.5,19.8,434.8,1197.9,373.7,4303.4,932.5,140.1,77.6,8.7,0.0693,0.0297,0.0693,0.5446,0.0099,0.0016,3e-04,0.0019,0.0023,0.0059,7e-04
1990,"Malta",0.1,1.4,0,2.1,0.3,0.1,100,6.5,543.3,1675.7,517.2,5649.5,793.2,240.4,100,12,0.0476,0.6667,0,0.1429,0.0476,2e-04,8e-04,0,4e-04,4e-04,4e-04
1991,"Malta",0.1,1.5,0,2.3,0.4,0.1,107.2,6.8,512.1,1641.5,482.5,5555,800.4,244,98.3,11.8,0.0435,0.6522,0,0.1739,0.0435,2e-04,9e-04,0,4e-04,5e-04,4e-04
1992,"Malta",0.1,1.6,0,2.5,0.4,0.1,119.2,7.5,489.6,1582.7,464,5379.8,823.9,246.1,95.3,11.4,0.04,0.64,0,0.16,0.04,2e-04,0.001,0,5e-04,5e-04,4e-04
1993,"Malta",0.1,1.6,0,2.5,0.4,0.1,120.4,7.5,477.2,1515.7,455.4,5281.5,828.3,247,93.6,11.1,0.04,0.64,0,0.16,0.04,2e-04,0.0011,0,5e-04,5e-04,4e-04
1994,"Malta",0.1,1.7,0,2.7,0.4,0.1,130.5,8,471.2,1522.5,483.3,5255.3,834.9,246.6,93.2,11.1,0.037,0.6296,0,0.1481,0.037,2e-04,0.0011,0,5e-04,5e-04,4e-04
1995,"Malta",0.1,1.7,0,2.7,0.4,0.1,131.6,8,472.6,1524.1,498.4,5308.5,847.3,247.4,94.2,11.2,0.037,0.6296,0,0.1481,0.037,2e-04,0.0011,0,5e-04,5e-04,4e-04
1996,"Malta",0.1,1.6,0,2.6,0.5,0.1,130.3,7.9,474.1,1553.4,499.6,5418.7,873.6,246.6,96.2,11.4,0.0385,0.6154,0,0.1923,0.0385,2e-04,0.001,0,5e-04,6e-04,4e-04
1997,"Malta",0.1,1.6,0,2.7,0.5,0.1,133.3,8,471.1,1508.7,505.1,5326.3,884.9,243.6,94.5,11.2,0.037,0.5926,0,0.1852,0.037,2e-04,0.0011,0,5e-04,6e-04,4e-04
1998,"Malta",0.1,1.6,0,2.7,0.5,0.1,133.2,8,468.2,1525.5,482.4,5281.5,914.1,240.2,93.8,11,0.037,0.5926,0,0.1852,0.037,2e-04,0.001,0,5e-04,5e-04,4e-04
1999,"Malta",0.1,1.7,0,2.8,0.5,0.1,136.1,8.1,466.6,1480.3,442.9,5172.6,932.1,234.7,92,10.8,0.0357,0.6071,0,0.1786,0.0357,2e-04,0.0011,0,5e-04,5e-04,4e-04
2000,"Malta",0.1,1.7,0,2.8,0.5,0.1,136.4,8,461.3,1511.2,455.6,5168.9,926.9,231.5,92.3,10.8,0.0357,0.6071,0,0.1786,0.0357,2e-04,0.0011,0,5e-04,5e-04,4e-04
2001,"Malta",0.1,1.8,0,2.7,0.4,0.1,130.1,7.6,455,1553.5,440.4,5223.1,940,227.4,93.3,10.9,0.037,0.6667,0,0.1481,0.037,2e-04,0.0012,0,5e-04,4e-04,4e-04
2002,"Malta",0.1,1.8,0,2.7,0.5,0.2,128.5,7.5,448,1570.5,436.6,5182.9,951.3,223.5,92.4,10.8,0.037,0.6667,0,0.1852,0.0741,2e-04,0.0011,0,5e-04,5e-04,9e-04
2003,"Malta",0.1,1.9,0,2.9,0.5,0.2,138.5,8,444,1620.7,450.4,5265.6,960.3,217.4,94,10.9,0.0345,0.6552,0,0.1724,0.069,2e-04,0.0012,0,6e-04,5e-04,9e-04
2004,"Malta",0.1,1.8,0,2.8,0.5,0.2,135.1,7.7,444.7,1609.2,466.9,5265.4,979.6,208.9,94.1,10.9,0.0357,0.6429,0,0.1786,0.0714,2e-04,0.0011,0,5e-04,5e-04,0.001
2005,"Malta",0.1,2,0,2.9,0.5,0.2,141.2,8,438,1599.2,465.8,5228.4,978.8,202,93.6,10.8,0.0345,0.6897,0,0.1724,0.069,2e-04,0.0013,0,6e-04,5e-04,0.001
2006,"Malta",0.1,2,0.1,3,0.5,0.2,143.8,8.2,434.3,1610.2,464.7,5214.5,986,195.8,93.4,10.7,0.0333,0.6667,0.0333,0.1667,0.0667,2e-04,0.0012,2e-04,6e-04,5e-04,0.001
2007,"Malta",0.1,2,0.1,3.1,0.5,0.2,148.8,8.4,436.7,1619.7,476,5162.4,995.4,189.1,92.7,10.6,0.0323,0.6452,0.0323,0.1613,0.0645,2e-04,0.0012,2e-04,6e-04,5e-04,0.0011
2008,"Malta",0.1,2,0.1,3.1,0.5,0.1,149.1,8.4,433.9,1548.1,450.8,5047,970.7,181.1,90.6,10.3,0.0323,0.6452,0.0323,0.1613,0.0323,2e-04,0.0013,2e-04,6e-04,5e-04,6e-04
2009,"Malta",0.1,1.9,0.1,2.9,0.5,0.1,139.3,7.8,427.8,1424.2,376.8,4681.9,943.2,175.1,84,9.6,0.0345,0.6552,0.0345,0.1724,0.0345,2e-04,0.0013,3e-04,6e-04,5e-04,6e-04
2010,"Malta",0.1,1.9,0.2,2.9,0.5,0.1,142.3,7.9,423.4,1450.9,394.3,4783.6,937.6,167.8,85.8,9.7,0.0345,0.6552,0.069,0.1724,0.0345,2e-04,0.0013,5e-04,6e-04,5e-04,6e-04
2011,"Malta",0.1,1.9,0.2,3,0.5,0.1,145.9,8.1,423.9,1425.2,389.8,4626.4,925.5,162.1,83.1,9.4,0.0333,0.6333,0.0667,0.1667,0.0333,2e-04,0.0013,5e-04,6e-04,5e-04,6e-04
2012,"Malta",0.1,2.1,0.2,3.2,0.5,0.1,153.1,8.4,421.7,1417.9,377.3,4563.1,896,157.9,82,9.3,0.0312,0.6562,0.0625,0.1562,0.0312,2e-04,0.0015,5e-04,7e-04,6e-04,6e-04
2013,"Malta",0.1,1.7,0.2,2.9,0.6,0.1,139.4,7.5,425.2,1342.3,375.3,4468.9,888.7,151.2,80.4,9.1,0.0345,0.5862,0.069,0.2069,0.0345,2e-04,0.0013,5e-04,6e-04,7e-04,7e-04
2014,"Malta",0.1,1.7,0.2,2.9,0.6,0.1,141,7.5,432.9,1258.2,381.3,4297.6,896.1,145.5,77.4,8.7,0.0345,0.5862,0.069,0.2069,0.0345,2e-04,0.0014,5e-04,7e-04,7e-04,7e-04
2015,"Malta",0.1,0.9,0.3,2.2,0.6,0.1,112,5.8,433.8,1245.2,376.7,4327.3,913.3,143.2,78,8.8,0.0455,0.4091,0.1364,0.2727,0.0455,2e-04,7e-04,8e-04,5e-04,7e-04,7e-04
2016,"Malta",0.1,0.6,0.3,1.9,0.6,0.1,99.4,5,434.8,1197.9,373.7,4303.4,932.5,140.1,77.6,8.7,0.0526,0.3158,0.1579,0.3158,0.0526,2e-04,5e-04,8e-04,4e-04,6e-04,7e-04
1990,"Netherlands",25.1,53.4,22.9,220.8,28,14.2,100,15.1,543.3,1675.7,517.2,5649.5,793.2,240.4,100,12,0.1137,0.2418,0.1037,0.1268,0.0643,0.0462,0.0319,0.0443,0.0391,0.0353,0.0591
1991,"Netherlands",25.4,54.1,21.7,228.4,28.5,14.3,103.5,15.5,512.1,1641.5,482.5,5555,800.4,244,98.3,11.8,0.1112,0.2369,0.095,0.1248,0.0626,0.0496,0.033,0.045,0.0411,0.0356,0.0586
1992,"Netherlands",25.4,54.1,22.8,229.2,30,14.1,104.2,15.5,489.6,1582.7,464,5379.8,823.9,246.1,95.3,11.4,0.1108,0.236,0.0995,0.1309,0.0615,0.0519,0.0342,0.0491,0.0426,0.0364,0.0573
1993,"Netherlands",25,56.5,24,229.9,30.8,13.7,104.7,15.5,477.2,1515.7,455.4,5281.5,828.3,247,93.6,11.1,0.1087,0.2458,0.1044,0.134,0.0596,0.0524,0.0373,0.0527,0.0435,0.0372,0.0555
1994,"Netherlands",24.1,60.4,25.9,230.8,30.2,13.2,105.2,15.5,471.2,1522.5,483.3,5255.3,834.9,246.6,93.2,11.1,0.1044,0.2617,0.1122,0.1308,0.0572,0.0511,0.0397,0.0536,0.0439,0.0362,0.0535
1995,"Netherlands",24.2,62.7,25,231,30.6,12.6,105.8,15.5,472.6,1524.1,498.4,5308.5,847.3,247.4,94.2,11.2,0.1048,0.2714,0.1082,0.1325,0.0545,0.0512,0.0411,0.0502,0.0435,0.0361,0.0509
1996,"Netherlands",23.8,63.8,26.9,242.1,31.9,12.2,110.9,16.1,474.1,1553.4,499.6,5418.7,873.6,246.6,96.2,11.4,0.0983,0.2635,0.1111,0.1318,0.0504,0.0502,0.0411,0.0538,0.0447,0.0365,0.0495
1997,"Netherlands",23,64.3,27.9,233.9,31.8,11.8,107.7,15.6,471.1,1508.7,505.1,5326.3,884.9,243.6,94.5,11.2,0.0983,0.2749,0.1193,0.136,0.0504,0.0488,0.0426,0.0552,0.0439,0.0359,0.0484
1998,"Netherlands",22.3,66.7,28.9,234.4,32.5,11.3,108,15.5,468.2,1525.5,482.4,5281.5,914.1,240.2,93.8,11,0.0951,0.2846,0.1233,0.1387,0.0482,0.0476,0.0437,0.0599,0.0444,0.0356,0.047
1999,"Netherlands",21.8,63,22.6,221.1,33,10.4,102.3,14.6,466.6,1480.3,442.9,5172.6,932.1,234.7,92,10.8,0.0986,0.2849,0.1022,0.1493,0.047,0.0467,0.0426,0.051,0.0427,0.0354,0.0443
2000,"Netherlands",20.7,64.7,21.7,219.3,33,9.8,101.5,14.4,461.3,1511.2,455.6,5168.9,926.9,231.5,92.3,10.8,0.0944,0.295,0.099,0.1505,0.0447,0.0449,0.0428,0.0476,0.0424,0.0356,0.0423
2001,"Netherlands",20.2,68.6,17.7,220,33.3,9.3,101.6,14.3,455,1553.5,440.4,5223.1,940,227.4,93.3,10.9,0.0918,0.3118,0.0805,0.1514,0.0423,0.0444,0.0442,0.0402,0.0421,0.0354,0.0409
2002,"Netherlands",19.1,67.8,17.8,217.9,34.1,8.8,101,14.1,448,1570.5,436.6,5182.9,951.3,223.5,92.4,10.8,0.0877,0.3112,0.0817,0.1565,0.0404,0.0426,0.0432,0.0408,0.042,0.0358,0.0394
2003,"Netherlands",18.7,69.3,15.9,218.6,34.6,8.2,101.2,14.1,444,1620.7,450.4,5265.6,960.3,217.4,94,10.9,0.0855,0.317,0.0727,0.1583,0.0375,0.0421,0.0428,0.0353,0.0415,0.036,0.0377
2004,"Netherlands",18.6,71,16.6,220,35.2,7.9,102.1,14.2,444.7,1609.2,466.9,5265.4,979.6,208.9,94.1,10.9,0.0845,0.3227,0.0755,0.16,0.0359,0.0418,0.0441,0.0356,0.0418,0.0359,0.0378
2005,"Netherlands",18.4,68.2,16.5,214.3,35.4,6.4,99.8,13.8,438,1599.2,465.8,5228.4,978.8,202,93.6,10.8,0.0859,0.3182,0.077,0.1652,0.0299,0.042,0.0426,0.0354,0.041,0.0362,0.0317
2006,"Netherlands",18.4,63.3,16.5,209.2,36.3,5.9,97.6,13.5,434.3,1610.2,464.7,5214.5,986,195.8,93.4,10.7,0.088,0.3026,0.0789,0.1735,0.0282,0.0424,0.0393,0.0355,0.0401,0.0368,0.0301
2007,"Netherlands",18.1,66,15.3,207.7,35.3,5.5,96.9,13.4,436.7,1619.7,476,5162.4,995.4,189.1,92.7,10.6,0.0871,0.3178,0.0737,0.17,0.0265,0.0414,0.0407,0.0321,0.0402,0.0355,0.0291
2008,"Netherlands",18.1,66.3,11.6,207.1,35.5,5.2,96.7,13.3,433.9,1548.1,450.8,5047,970.7,181.1,90.6,10.3,0.0874,0.3201,0.056,0.1714,0.0251,0.0417,0.0428,0.0257,0.041,0.0366,0.0287
2009,"Netherlands",18,65.1,11.3,201.4,33.9,4.9,93.8,12.8,427.8,1424.2,376.8,4681.9,943.2,175.1,84,9.6,0.0894,0.3232,0.0561,0.1683,0.0243,0.0421,0.0457,0.03,0.043,0.0359,0.028
2010,"Netherlands",18,67.6,11.9,213.4,34.8,4.6,99,13.5,423.4,1450.9,394.3,4783.6,937.6,167.8,85.8,9.7,0.0843,0.3168,0.0558,0.1631,0.0216,0.0425,0.0466,0.0302,0.0446,0.0371,0.0274
2011,"Netherlands",17.7,63.4,11.8,199.2,34.6,4.3,93,12.6,423.9,1425.2,389.8,4626.4,925.5,162.1,83.1,9.4,0.0889,0.3183,0.0592,0.1737,0.0216,0.0418,0.0445,0.0303,0.0431,0.0374,0.0265
2012,"Netherlands",17.4,60.1,11.4,195.3,33,4.1,90.7,12.2,421.7,1417.9,377.3,4563.1,896,157.9,82,9.3,0.0891,0.3077,0.0584,0.169,0.021,0.0413,0.0424,0.0302,0.0428,0.0368,0.026
2013,"Netherlands",17.9,60.4,11,195,32.3,3.9,90.7,12.2,425.2,1342.3,375.3,4468.9,888.7,151.2,80.4,9.1,0.0918,0.3097,0.0564,0.1656,0.02,0.0421,0.045,0.0293,0.0436,0.0363,0.0258
2014,"Netherlands",18,64.6,10.5,187.3,30.1,3.7,87.4,11.7,432.9,1258.2,381.3,4297.6,896.1,145.5,77.4,8.7,0.0961,0.3449,0.0561,0.1607,0.0198,0.0416,0.0513,0.0275,0.0436,0.0336,0.0254
2015,"Netherlands",18.7,69.8,10.9,195.6,30.4,3.4,91.3,12.2,433.8,1245.2,376.7,4327.3,913.3,143.2,78,8.8,0.0956,0.3569,0.0557,0.1554,0.0174,0.0431,0.0561,0.0289,0.0452,0.0333,0.0237
2016,"Netherlands",18.9,67.9,10.7,195.4,30.5,3.3,91.6,12.2,434.8,1197.9,373.7,4303.4,932.5,140.1,77.6,8.7,0.0967,0.3475,0.0548,0.1561,0.0169,0.0435,0.0567,0.0286,0.0454,0.0327,0.0236
1990,"Norway",4.7,7.3,14.5,51.2,10,2.2,100,12.3,543.3,1675.7,517.2,5649.5,793.2,240.4,100,12,0.0918,0.1426,0.2832,0.1953,0.043,0.0087,0.0044,0.028,0.0091,0.0126,0.0092
1991,"Norway",4.6,7.6,13.2,49,9.8,2.2,95.4,11.7,512.1,1641.5,482.5,5555,800.4,244,98.3,11.8,0.0939,0.1551,0.2694,0.2,0.0449,0.009,0.0046,0.0274,0.0088,0.0122,0.009
1992,"Norway",4.6,8.2,10.6,47.3,10,2.2,92,11.2,489.6,1582.7,464,5379.8,823.9,246.1,95.3,11.4,0.0973,0.1734,0.2241,0.2114,0.0465,0.0094,0.0052,0.0228,0.0088,0.0121,0.0089
1993,"Norway",4.6,8.5,11.4,49.2,10.3,2.2,95.9,11.6,477.2,1515.7,455.4,5281.5,828.3,247,93.6,11.1,0.0935,0.1728,0.2317,0.2093,0.0447,0.0096,0.0056,0.025,0.0093,0.0124,0.0089
1994,"Norway",4.6,9.2,11.7,51,10.2,2.2,99.5,12,471.2,1522.5,483.3,5255.3,834.9,246.6,93.2,11.1,0.0902,0.1804,0.2294,0.2,0.0431,0.0098,0.006,0.0242,0.0097,0.0122,0.0089
1995,"Norway",4.6,9.1,11.6,51.3,10.9,2.1,98.9,11.9,472.6,1524.1,498.4,5308.5,847.3,247.4,94.2,11.2,0.0897,0.1774,0.2261,0.2125,0.0409,0.0097,0.006,0.0233,0.0097,0.0129,0.0085
1996,"Norway",4.7,10,11.4,54.3,11.5,2.1,104.8,12.5,474.1,1553.4,499.6,5418.7,873.6,246.6,96.2,11.4,0.0866,0.1842,0.2099,0.2118,0.0387,0.0099,0.0064,0.0228,0.01,0.0132,0.0085
1997,"Norway",4.6,10.3,11.5,54.2,11.8,2,104.8,12.5,471.1,1508.7,505.1,5326.3,884.9,243.6,94.5,11.2,0.0849,0.19,0.2122,0.2177,0.0369,0.0098,0.0068,0.0228,0.0102,0.0133,0.0082
1998,"Norway",4.6,10,11.7,54.4,12.2,1.9,105.3,12.4,468.2,1525.5,482.4,5281.5,914.1,240.2,93.8,11,0.0846,0.1838,0.2151,0.2243,0.0349,0.0098,0.0066,0.0243,0.0103,0.0133,0.0079
1999,"Norway",4.6,10,12,55.4,12.9,1.8,107.3,12.6,466.6,1480.3,442.9,5172.6,932.1,234.7,92,10.8,0.083,0.1805,0.2166,0.2329,0.0325,0.0099,0.0068,0.0271,0.0107,0.0138,0.0077
2000,"Norway",4.5,11,12.1,54.8,12.1,1.8,106.1,12.4,461.3,1511.2,455.6,5168.9,926.9,231.5,92.3,10.8,0.0821,0.2007,0.2208,0.2208,0.0328,0.0098,0.0073,0.0266,0.0106,0.0131,0.0078
2001,"Norway",4.4,12.2,11.6,56.1,12.4,1.8,108.4,12.6,455,1553.5,440.4,5223.1,940,227.4,93.3,10.9,0.0784,0.2175,0.2068,0.221,0.0321,0.0097,0.0079,0.0263,0.0107,0.0132,0.0079
2002,"Norway",4.4,12.4,11,55,12.3,1.7,106.1,12.2,448,1570.5,436.6,5182.9,951.3,223.5,92.4,10.8,0.08,0.2255,0.2,0.2236,0.0309,0.0098,0.0079,0.0252,0.0106,0.0129,0.0076
2003,"Norway",4.5,13.2,10.2,55.7,12.8,1.7,107.2,12.3,444,1620.7,450.4,5265.6,960.3,217.4,94,10.9,0.0808,0.237,0.1831,0.2298,0.0305,0.0101,0.0081,0.0226,0.0106,0.0133,0.0078
2004,"Norway",4.4,13.3,11,56.2,13,1.7,108.6,12.4,444.7,1609.2,466.9,5265.4,979.6,208.9,94.1,10.9,0.0783,0.2367,0.1957,0.2313,0.0302,0.0099,0.0083,0.0236,0.0107,0.0133,0.0081
2005,"Norway",4.5,13.5,10.6,55.4,13.3,1.6,107,12.1,438,1599.2,465.8,5228.4,978.8,202,93.6,10.8,0.0812,0.2437,0.1913,0.2401,0.0289,0.0103,0.0084,0.0228,0.0106,0.0136,0.0079
2006,"Norway",4.4,13.4,9.7,55.3,13.8,1.6,107,12,434.3,1610.2,464.7,5214.5,986,195.8,93.4,10.7,0.0796,0.2423,0.1754,0.2495,0.0289,0.0101,0.0083,0.0209,0.0106,0.014,0.0082
2007,"Norway",4.4,13.8,9.9,57,14.1,1.6,110.6,12.3,436.7,1619.7,476,5162.4,995.4,189.1,92.7,10.6,0.0772,0.2421,0.1737,0.2474,0.0281,0.0101,0.0085,0.0208,0.011,0.0142,0.0085
2008,"Norway",4.3,13.8,9.7,55.6,13.9,1.5,107.6,11.8,433.9,1548.1,450.8,5047,970.7,181.1,90.6,10.3,0.0773,0.2482,0.1745,0.25,0.027,0.0099,0.0089,0.0215,0.011,0.0143,0.0083
2009,"Norway",4.3,14.8,7.4,53.2,13.7,1.5,102.6,11.1,427.8,1424.2,376.8,4681.9,943.2,175.1,84,9.6,0.0808,0.2782,0.1391,0.2575,0.0282,0.0101,0.0104,0.0196,0.0114,0.0145,0.0086
2010,"Norway",4.2,15,8.2,55.5,14.3,1.5,107.8,11.5,423.4,1450.9,394.3,4783.6,937.6,167.8,85.8,9.7,0.0757,0.2703,0.1477,0.2577,0.027,0.0099,0.0103,0.0208,0.0116,0.0153,0.0089
2011,"Norway",4.2,14.6,8.2,54.6,14.6,1.5,105.8,11.2,423.9,1425.2,389.8,4626.4,925.5,162.1,83.1,9.4,0.0769,0.2674,0.1502,0.2674,0.0275,0.0099,0.0102,0.021,0.0118,0.0158,0.0093
2012,"Norway",4.2,14.3,8.2,54.1,14.8,1.5,105.3,11,421.7,1417.9,377.3,4563.1,896,157.9,82,9.3,0.0776,0.2643,0.1516,0.2736,0.0277,0.01,0.0101,0.0217,0.0119,0.0165,0.0095
2013,"Norway",4.3,14.4,8.3,54,14.7,1.4,105,10.8,425.2,1342.3,375.3,4468.9,888.7,151.2,80.4,9.1,0.0796,0.2667,0.1537,0.2722,0.0259,0.0101,0.0107,0.0221,0.0121,0.0165,0.0093
2014,"Norway",4.4,15.1,8.4,54.1,14.7,1.4,104.9,10.7,432.9,1258.2,381.3,4297.6,896.1,145.5,77.4,8.7,0.0813,0.2791,0.1553,0.2717,0.0259,0.0102,0.012,0.022,0.0126,0.0164,0.0096
2015,"Norway",4.4,15.6,8.5,54.5,14.3,1.3,105.9,10.7,433.8,1245.2,376.7,4327.3,913.3,143.2,78,8.8,0.0807,0.2862,0.156,0.2624,0.0239,0.0101,0.0125,0.0226,0.0126,0.0157,0.0091
2016,"Norway",4.5,15.1,8.6,53.6,13.7,1.3,104.6,10.5,434.8,1197.9,373.7,4303.4,932.5,140.1,77.6,8.7,0.084,0.2817,0.1604,0.2556,0.0243,0.0103,0.0126,0.023,0.0125,0.0147,0.0093
1990,"Poland",47.2,236.2,22.7,474.4,20.9,21.6,100,12.3,543.3,1675.7,517.2,5649.5,793.2,240.4,100,12,0.0995,0.4979,0.0478,0.0441,0.0455,0.0869,0.141,0.0439,0.084,0.0263,0.0899
1991,"Poland",40.2,229.9,20.1,462.3,22,21.1,97.5,11.9,512.1,1641.5,482.5,5555,800.4,244,98.3,11.8,0.087,0.4973,0.0435,0.0476,0.0456,0.0785,0.1401,0.0417,0.0832,0.0275,0.0865
1992,"Poland",36.6,220.6,19.7,449.3,22.4,20.8,94.7,11.6,489.6,1582.7,464,5379.8,823.9,246.1,95.3,11.4,0.0815,0.491,0.0438,0.0499,0.0463,0.0748,0.1394,0.0425,0.0835,0.0272,0.0845
1993,"Poland",35.3,207.7,19.3,448.8,21.9,20.4,94.6,11.5,477.2,1515.7,455.4,5281.5,828.3,247,93.6,11.1,0.0787,0.4628,0.043,0.0488,0.0455,0.074,0.137,0.0424,0.085,0.0264,0.0826
1994,"Poland",34.9,206.9,21.3,443.6,23,20,93.5,11.4,471.2,1522.5,483.3,5255.3,834.9,246.6,93.2,11.1,0.0787,0.4664,0.048,0.0518,0.0451,0.0741,0.1359,0.0441,0.0844,0.0275,0.0811
1995,"Poland",34.8,191.4,22.7,445,23.8,19.6,93.8,11.4,472.6,1524.1,498.4,5308.5,847.3,247.4,94.2,11.2,0.0782,0.4301,0.051,0.0535,0.044,0.0736,0.1256,0.0455,0.0838,0.0281,0.0792
1996,"Poland",34,198,22,458.4,26.9,19.3,96.7,11.7,474.1,1553.4,499.6,5418.7,873.6,246.6,96.2,11.4,0.0742,0.4319,0.048,0.0587,0.0421,0.0717,0.1275,0.044,0.0846,0.0308,0.0783
1997,"Poland",34.6,192.3,23,449.5,28.5,18.9,94.8,11.5,471.1,1508.7,505.1,5326.3,884.9,243.6,94.5,11.2,0.077,0.4278,0.0512,0.0634,0.042,0.0734,0.1275,0.0455,0.0844,0.0322,0.0776
1998,"Poland",34.4,185,21.4,418,29.9,18.7,88.2,10.7,468.2,1525.5,482.4,5281.5,914.1,240.2,93.8,11,0.0823,0.4426,0.0512,0.0715,0.0447,0.0735,0.1213,0.0444,0.0791,0.0327,0.0779
1999,"Poland",32.6,179.5,20.6,406.6,32.6,18.4,85.7,10.4,466.6,1480.3,442.9,5172.6,932.1,234.7,92,10.8,0.0802,0.4415,0.0507,0.0802,0.0453,0.0699,0.1213,0.0465,0.0786,0.035,0.0784
2000,"Poland",31,177.1,23.8,395.5,28.7,18.5,83.4,10.2,461.3,1511.2,455.6,5168.9,926.9,231.5,92.3,10.8,0.0784,0.4478,0.0602,0.0726,0.0468,0.0672,0.1172,0.0522,0.0765,0.031,0.0799
2001,"Poland",30.7,178.7,22.5,394.4,28.4,18.1,83.2,10.2,455,1553.5,440.4,5223.1,940,227.4,93.3,10.9,0.0778,0.4531,0.057,0.072,0.0459,0.0675,0.115,0.0511,0.0755,0.0302,0.0796
2002,"Poland",30,172.4,20.8,384.4,27.4,17.8,81.1,9.9,448,1570.5,436.6,5182.9,951.3,223.5,92.4,10.8,0.078,0.4485,0.0541,0.0713,0.0463,0.067,0.1098,0.0476,0.0742,0.0288,0.0796
2003,"Poland",29.4,180.8,23.7,398,29.9,17.7,84.1,10.3,444,1620.7,450.4,5265.6,960.3,217.4,94,10.9,0.0739,0.4543,0.0595,0.0751,0.0445,0.0662,0.1116,0.0526,0.0756,0.0311,0.0814
2004,"Poland",29.4,179.5,25.5,403,33.8,17.2,85.1,10.4,444.7,1609.2,466.9,5265.4,979.6,208.9,94.1,10.9,0.073,0.4454,0.0633,0.0839,0.0427,0.0661,0.1115,0.0546,0.0765,0.0345,0.0823
2005,"Poland",29.7,178.1,25.5,403.4,36.3,17.1,85.2,10.4,438,1599.2,465.8,5228.4,978.8,202,93.6,10.8,0.0736,0.4415,0.0632,0.09,0.0424,0.0678,0.1114,0.0547,0.0772,0.0371,0.0847
2006,"Poland",30.3,183.4,28,418.1,40.1,16.8,88.4,10.8,434.3,1610.2,464.7,5214.5,986,195.8,93.4,10.7,0.0725,0.4387,0.067,0.0959,0.0402,0.0698,0.1139,0.0603,0.0802,0.0407,0.0858
2007,"Poland",31,180,30.6,418.6,44.2,16.6,88.5,10.9,436.7,1619.7,476,5162.4,995.4,189.1,92.7,10.6,0.0741,0.43,0.0731,0.1056,0.0397,0.071,0.1111,0.0643,0.0811,0.0444,0.0878
2008,"Poland",31,174.3,29.1,411.4,46.2,16.4,87,10.7,433.9,1548.1,450.8,5047,970.7,181.1,90.6,10.3,0.0754,0.4237,0.0707,0.1123,0.0399,0.0714,0.1126,0.0646,0.0815,0.0476,0.0906
2009,"Poland",30.3,166.8,23.1,393.4,46.9,16.3,83.1,10.2,427.8,1424.2,376.8,4681.9,943.2,175.1,84,9.6,0.077,0.424,0.0587,0.1192,0.0414,0.0708,0.1171,0.0613,0.084,0.0497,0.0931
2010,"Poland",29.7,173.2,25,411.7,49.4,16,87.1,10.7,423.4,1450.9,394.3,4783.6,937.6,167.8,85.8,9.7,0.0721,0.4207,0.0607,0.12,0.0389,0.0701,0.1194,0.0634,0.0861,0.0527,0.0954
